"log.Rented.Bike.Count","Hour","Temperature","Humidity","Wind.speed","Visibility","Solar.Radiation","Rainfall","Snowfall","Seasons","Holiday"
7.72400465667607,20,24.6,65,2.1,1018,0.1,0,0,"Summer","No Holiday"
5.68357976733868,14,-2.7,28,0.7,1857,0.65,0,0,"Winter","No Holiday"
4.06044301054642,3,4.4,70,1.7,928,0,0,0,"Winter","No Holiday"
5.66296048013595,20,0.2,72,0.7,990,0,0,0.8,"Winter","No Holiday"
4.81218435537242,2,-3.4,82,4.2,184,0,0,0,"Winter","No Holiday"
5.77144112313002,2,24.3,68,1,2000,0,0,0,"Autumn","No Holiday"
7.45645455517621,21,30.2,54,1.8,2000,0,0,0,"Summer","No Holiday"
6.74523634948436,10,13.8,44,1.5,1953,1.66,0,0,"Autumn","No Holiday"
7.7484600238997,18,14.1,43,1.6,2000,0.36,0,0,"Spring","No Holiday"
7.52617891334615,17,31.2,56,3.4,1943,1.82,0,0,"Summer","No Holiday"
7.16549347506085,16,16.1,70,1.3,898,0.83,0,0,"Autumn","No Holiday"
6.52502965784346,14,36.3,34,1.3,1493,3.17,0,0,"Summer","No Holiday"
5.4553211153577,4,24.7,82,0.3,2000,0,0,0,"Summer","No Holiday"
5.3082676974012,3,20.5,77,0.5,865,0,0,0,"Summer","No Holiday"
7.78364059622125,18,14.8,24,1.3,1514,0.69,0,0,"Spring","No Holiday"
6.24027584517077,1,14.1,25,1.8,2000,0,0,0,"Spring","No Holiday"
6.12905021006055,2,31.5,68,0,1504,0,0,0,"Summer","No Holiday"
5.68357976733868,7,-7.2,70,1.9,1946,0,0,0,"Winter","No Holiday"
6.69703424766648,23,22.3,87,1.1,1810,0,0.5,0,"Autumn","No Holiday"
7.66996199547358,16,22.2,23,2.2,2000,1.66,0,0,"Spring","No Holiday"
5.45958551414416,10,2.6,45,1.2,1230,1.17,0,0,"Winter","No Holiday"
6.71174039505618,12,32.6,51,2.1,800,3.21,0,0,"Summer","No Holiday"
4.8283137373023,0,-2.5,39,3.4,2000,0,0,0,"Winter","No Holiday"
3.13549421592915,1,4.7,86,0.7,717,0,0,0,"Spring","No Holiday"
5.21493575760899,19,-1.8,41,2.1,2000,0,0,0,"Winter","Holiday"
7.03614849375054,14,19.3,36,3.5,1986,2.28,0,0,"Autumn","No Holiday"
3.85014760171006,2,-4.1,38,1.2,1996,0,0,0,"Winter","Holiday"
6.25766758788264,17,5.7,36,3,1073,0.57,0,0,"Winter","No Holiday"
7.76514490293613,8,22.7,65,0.7,759,1.05,0,0,"Summer","No Holiday"
6.2803958389602,17,4.5,59,1.6,384,0.14,0,0,"Winter","No Holiday"
6.04737217904628,8,-13,41,4,2000,0,0,1,"Winter","No Holiday"
5.92692602597041,1,19.7,71,1.2,1986,0,0.5,0,"Summer","No Holiday"
6.12249280951439,21,9.8,74,2.2,219,0,0,0,"Spring","No Holiday"
6.21860011969173,20,10.7,70,2.8,236,0,0,0,"Spring","No Holiday"
6.36475075685191,12,11.7,32,1.6,690,1.99,0,0,"Spring","No Holiday"
7.62119516280984,8,11.3,46,1.2,1788,1.04,0,0,"Spring","No Holiday"
5.68357976733868,3,19.6,72,1.7,1140,0,0,0,"Autumn","No Holiday"
2.89037175789616,19,21.9,96,1.2,509,0.01,5.5,0,"Summer","No Holiday"
7.27724772663148,18,30.6,55,2.3,2000,0.11,0,0,"Summer","No Holiday"
5.13579843705026,5,14.2,85,0.5,1412,0,0,0,"Spring","No Holiday"
6.64509096950564,12,10.6,72,2,365,0.29,0,0,"Autumn","No Holiday"
5.58724865840025,4,23.5,80,0.4,924,0,0,0,"Summer","No Holiday"
5.08140436498446,4,11.7,64,1.6,1578,0,0,0,"Spring","No Holiday"
6.19644412779452,8,-11.1,61,0.7,1963,0.01,0,0,"Winter","No Holiday"
6.82979373751242,9,22.9,56,2.3,763,1.74,0,0,"Summer","Holiday"
7.47363710849621,19,19.7,72,0.6,2000,0,0,0,"Autumn","No Holiday"
6.36475075685191,10,26.3,91,0.6,749,0.63,0.5,0,"Summer","No Holiday"
5.60947179518496,10,-2.2,42,1.3,1646,0.61,0,0,"Winter","No Holiday"
7.73543335249969,19,25.7,59,2.8,1083,0.38,0,0,"Summer","No Holiday"
5.59842195899838,14,-1.5,30,2.8,1903,1.1,0,0,"Winter","No Holiday"
6.84054652928869,23,18.7,80,1.7,2000,0,0,0,"Autumn","No Holiday"
7.01391547481053,12,18,26,2.2,1459,3.03,0,0,"Spring","No Holiday"
5.76832099579377,9,-6,61,2.5,1547,0.13,0,0.6,"Winter","No Holiday"
2.39789527279837,12,12.3,97,0.8,238,0.14,2,0,"Spring","No Holiday"
5.48063892334199,1,24.6,96,0.5,443,0,0.5,0,"Summer","No Holiday"
5.97380961186926,11,10.2,65,3.3,2000,0.57,0,0,"Spring","No Holiday"
7.2115567333138,23,25.5,84,0.8,1906,0,0,0,"Summer","No Holiday"
4.43081679884331,2,20.5,98,0.5,596,0,6.5,0,"Summer","No Holiday"
6.19031540585315,1,16.1,53,1.4,2000,0,0,0,"Autumn","No Holiday"
5.27299955856375,0,-2.7,58,1.7,2000,0,0,0,"Winter","No Holiday"
7.04577657687951,21,19.1,38,2.1,2000,0,0,0,"Autumn","Holiday"
6.45362499889269,12,7.9,14,1.7,1688,1.81,0,0,"Autumn","No Holiday"
6.13122648948314,16,1.4,33,4.8,1480,1.98,0,0,"Spring","Holiday"
6.97260625130175,8,18.8,76,0.6,301,0.36,0,0,"Spring","Holiday"
7.32118855673948,20,14.2,56,1.8,2000,0,0,0,"Autumn","No Holiday"
5.55682806169954,7,5.8,79,1,862,0,0,0,"Autumn","No Holiday"
6.31716468674728,1,23.7,64,0.8,2000,0,0,0,"Summer","No Holiday"
5.82304589548302,4,21.2,88,0.9,1183,0,0,0,"Autumn","No Holiday"
7.17242457712485,13,20.2,28,1.3,2000,2.25,0,0,"Autumn","No Holiday"
6.81563999007433,16,19.5,75,2.1,2000,0.38,0,0,"Autumn","No Holiday"
7.58578882173203,14,24.1,42,1.2,1770,1.93,0,0,"Spring","No Holiday"
5.40267738187228,1,4.8,80,1.3,583,0,0,0,"Spring","No Holiday"
4.53259949315326,2,-2.7,72,0.9,990,0,0,2.6,"Winter","No Holiday"
6.18620862390049,6,21,64,1,2000,0.03,0,0,"Summer","No Holiday"
5.99645208861902,15,6.7,48,0.8,817,0.39,0,0,"Winter","No Holiday"
7.43955930913332,20,32.2,52,2.3,2000,0.02,0,0,"Summer","No Holiday"
6.92362862813843,23,15.9,83,0.6,2000,0,0,0,"Spring","No Holiday"
3.09104245335832,7,3.1,91,1.2,129,0,0,0,"Winter","No Holiday"
7.7445698093545,19,26.7,69,1.4,2000,0.36,0,0,"Summer","No Holiday"
5.93489419561959,2,8.2,62,0.2,1415,0,0,0,"Autumn","No Holiday"
6.02102334934953,6,5.8,67,1.1,2000,0,0,0,"Autumn","No Holiday"
6.93439720992856,14,26.4,43,2.1,1944,3.23,0,0,"Summer","No Holiday"
6.78671695060508,12,13.4,48,2.3,962,1.64,0,0,"Autumn","No Holiday"
7.25205395185281,19,30.9,68,3.3,1821,0.52,0,0,"Summer","No Holiday"
7.44658509915773,20,15.6,81,2.3,827,0.02,0,0,"Spring","No Holiday"
7.77946696745832,8,18.2,56,1.5,1994,0.62,0,0,"Autumn","No Holiday"
5.08759633523238,1,-3.9,51,0.2,1535,0,0,0,"Winter","No Holiday"
5.24174701505964,21,27.8,72,2,2000,0,0.1,0,"Summer","No Holiday"
5.36129216570943,4,10.5,73,1.2,2000,0,0,0,"Spring","No Holiday"
5.00394630594546,3,0.8,38,0.8,1594,0,0,0,"Spring","No Holiday"
6.74758652682932,11,11.1,46,1.6,1518,1.84,0,0,"Autumn","No Holiday"
4.27666611901606,8,-8.1,43,1.7,1943,0,0,0,"Winter","No Holiday"
7.35755620091035,20,14.8,68,2,1502,0,0,0,"Autumn","No Holiday"
6.50727771238501,21,7.6,75,1.1,2000,0,0,0,"Autumn","No Holiday"
6.88755257166462,15,15.3,37,1.8,1774,1.5,0,0,"Autumn","No Holiday"
7.00850518208228,9,8.6,50,0.8,1785,1.13,0,0,"Autumn","No Holiday"
5.40717177146012,18,-0.3,17,1.9,2000,0.2,0,0,"Winter","Holiday"
7.37525577800975,17,32.6,46,2.8,1560,1.95,0,0,"Summer","No Holiday"
6.97634807044775,14,29.6,31,3.7,1988,3.25,0,0,"Summer","No Holiday"
5.2257466737132,5,9.2,63,0.8,1896,0,0,0,"Spring","No Holiday"
5.62762111369064,7,15,41,0.3,2000,0.12,0,0,"Spring","No Holiday"
6.95368421087054,17,6,29,2.1,1877,0.23,0,0,"Autumn","No Holiday"
7.0343879299155,12,21.5,44,2.1,1986,3.15,0,0,"Spring","No Holiday"
7.68478394352278,21,23.8,68,2.2,694,0,0,0,"Summer","No Holiday"
6.27476202124194,6,13.8,74,0.7,644,0.05,0,0,"Spring","No Holiday"
5.4380793089232,12,-5.5,21,2.1,1941,1.08,0,0,"Winter","No Holiday"
6.50128967054039,20,6.1,31,2.8,2000,0,0,0,"Spring","No Holiday"
6.5366915975913,12,9.3,37,2.3,940,2.72,0,0,"Spring","No Holiday"
6.89365635460264,0,15.8,41,1.2,2000,0,0,0,"Spring","No Holiday"
5.65599181081985,14,2.2,24,4.5,1700,1.66,0,0,"Winter","No Holiday"
3.04452243772342,5,-11.5,51,3.3,1996,0,0,0,"Winter","No Holiday"
5.06890420222023,1,-4.8,44,1.1,1432,0,0,0,"Winter","No Holiday"
5.8111409929767,11,-3.9,25,0,1959,0,0,0,"Winter","No Holiday"
6.1527326947041,2,15.2,84,0.7,485,0,0,0,"Spring","No Holiday"
6.97728134163075,12,27.1,44,5,2000,2.8,0,0,"Autumn","No Holiday"
3.66356164612965,18,9.4,96,1.9,600,0.07,1,0,"Spring","No Holiday"
6.09356977004514,19,-2.5,49,0.6,1436,0,0,0,"Winter","No Holiday"
5.4510384535657,0,0.2,63,0.7,925,0,0,0,"Winter","No Holiday"
3.46573590279973,5,-3.7,51,2.6,2000,0,0,0,"Winter","Holiday"
5.11198778835654,5,18,85,0.8,346,0,0,0,"Spring","Holiday"
6.84694313958538,20,16.7,52,0.9,1328,0,0,0,"Spring","No Holiday"
5.27811465923052,3,27.7,88,0.5,833,0,0,0,"Summer","No Holiday"
5.39816270151775,23,-4,48,1.5,1536,0,0,0,"Winter","No Holiday"
7.629489916394,20,29.2,72,2.1,1932,0.09,0,0,"Summer","No Holiday"
6.00141487796115,16,5.1,16,1.8,1998,1.17,0,0,"Winter","No Holiday"
5.03043792139244,11,21.7,97,0.5,591,0.25,8,0,"Summer","No Holiday"
7.83755436088108,19,25.2,53,3.1,1983,0.51,0,0,"Spring","No Holiday"
7.37963215260955,17,26.5,76,1,1400,0.36,0,0,"Summer","No Holiday"
7.36581283720947,20,19.1,18,1.2,2000,0,0,0,"Spring","No Holiday"
6.85646198459459,23,12.9,78,0.6,1201,0,0,0,"Autumn","No Holiday"
7.40245152081824,22,25,59,0.6,742,0,0,0,"Spring","No Holiday"
3.46573590279973,4,-12,36,2.7,1998,0,0,0,"Winter","No Holiday"
5.88332238848828,20,4.6,51,1.2,1585,0,0,0,"Winter","No Holiday"
3.17805383034795,4,17.9,95,1.7,1298,0,2.5,0,"Autumn","No Holiday"
5.80814248998044,12,4.8,51,2.2,1715,1.12,0,0,"Spring","No Holiday"
5.4553211153577,11,-1.4,37,1,1317,0.91,0,0,"Winter","No Holiday"
7.05617528410041,17,11.2,30,1.5,2000,1.44,0,0,"Spring","No Holiday"
6.49677499018586,18,7.3,72,0.7,530,0,0,0.4,"Autumn","No Holiday"
7.87663846097546,18,18,66,2.3,554,0.1,0,0,"Autumn","No Holiday"
6.5792512120101,15,35,38,2,2000,2.8,0,0,"Summer","No Holiday"
4.85203026391962,22,-6.2,32,3.5,2000,0,0,0,"Winter","No Holiday"
7.09754885061479,15,17.9,44,2.2,2000,2.79,0,0,"Spring","No Holiday"
7.56216163122565,21,27.2,80,2.3,1870,0,0,0,"Summer","No Holiday"
5.10594547390058,2,5.1,44,3.4,2000,0,0,0,"Spring","No Holiday"
5.54126354515843,7,-9.6,67,1,1503,0,0,0,"Winter","No Holiday"
6.63725803128446,10,25,60,1.5,570,2.33,0,0,"Summer","No Holiday"
6.67834211465433,18,0.7,46,2.7,1558,0,0,0,"Winter","No Holiday"
6.59167373200866,0,10.5,75,0.3,1800,0,0,0,"Autumn","No Holiday"
7.00215595440362,17,7.6,23,2.9,1678,0.25,0,0,"Autumn","No Holiday"
5.37527840768417,0,-6.1,42,2.6,2000,0,0,0,"Winter","No Holiday"
6.41345895716736,2,22,60,1.2,2000,0,0,0,"Autumn","No Holiday"
6.86901445066571,9,15.8,42,0.9,683,1.37,0,0,"Spring","No Holiday"
6.42324696353352,15,10.1,24,1.8,1839,2.12,0,0,"Spring","No Holiday"
5.52545293913178,13,-5.8,28,2.9,1887,1.23,0,0,"Winter","No Holiday"
5.23110861685459,4,18,85,0.3,275,0,0,0,"Spring","Holiday"
5.49306144334055,21,2.9,63,1,786,0,0,0,"Winter","No Holiday"
6.28599809450886,2,27.8,79,1.4,1049,0,0,0,"Summer","No Holiday"
7.11395610956603,11,27.5,31,1.9,1841,2.7,0,0,"Summer","No Holiday"
6.44730586254121,6,27.5,72,1.1,2000,0,0,0,"Summer","No Holiday"
5.35658627467201,23,-1.5,79,0.6,821,0,0,0.8,"Winter","No Holiday"
7.36707705988101,13,28.8,42,2,1438,2.38,0,0,"Summer","No Holiday"
7.09837563859079,23,22.9,81,0.9,1550,0,0,0,"Autumn","No Holiday"
7.27793857294566,19,11.2,46,1.4,869,0,0,0,"Autumn","No Holiday"
6.31896811374643,18,5.2,44,1.3,647,0,0,0,"Winter","No Holiday"
7.00215595440362,22,10.8,33,0.9,2000,0,0,0,"Spring","No Holiday"
7.0184017990692,22,19,76,0.1,2000,0,0,0,"Summer","No Holiday"
6.66568371778241,12,10.3,38,1.2,1130,1.08,0,0,"Autumn","No Holiday"
5.39816270151775,10,2.7,60,0.5,392,0.18,0,0,"Winter","No Holiday"
7.27309259599952,20,34.5,62,2.8,1701,0.02,0,0,"Summer","No Holiday"
5.86078622346587,2,20.1,49,0.8,1978,0,0,0,"Summer","No Holiday"
5.55295958492162,6,9.6,84,0.7,301,0,0,0,"Spring","No Holiday"
4.81218435537242,5,14.1,69,1.3,1923,0,0,0,"Spring","No Holiday"
5.9295891433899,14,17.5,94,0.3,436,0.35,0,0,"Spring","No Holiday"
4.99043258677874,14,-7,26,4.4,1986,2.24,0,0,"Winter","No Holiday"
6.90875477931522,1,18.9,55,2.3,2000,0,0,0,"Autumn","No Holiday"
5.82008293035236,1,20.5,73,1.9,1693,0,0,0,"Autumn","No Holiday"
7.66011431917393,20,25.8,68,1.4,2000,0.09,0,0,"Summer","No Holiday"
6.5792512120101,0,9.1,63,0.6,1292,0,0,0,"Autumn","No Holiday"
7.52886925664225,15,27.8,41,1.6,1851,2.89,0,0,"Summer","No Holiday"
7.14991683613211,0,19.3,76,1.2,1968,0,0,0,"Summer","No Holiday"
4.969813299576,10,-8.5,43,4,1797,1.09,0,0.2,"Winter","No Holiday"
5.16478597392351,3,10.2,60,1,1796,0,0,0,"Autumn","No Holiday"
5.98645200528444,21,21.8,97,1.3,160,0,0.5,0,"Spring","No Holiday"
6.80903930604298,23,14,45,0.6,1901,0,0,0,"Spring","No Holiday"
6.68085467879022,11,30.4,53,1.8,1359,2.74,0,0,"Summer","No Holiday"
5.75890177387728,19,11,62,2.1,1661,0.19,0,0,"Spring","No Holiday"
6.74170069465205,13,31.6,46,2.7,1864,1.77,0,0,"Summer","No Holiday"
5.9427993751267,9,2.7,71,1.3,418,0.3,0,0,"Spring","No Holiday"
3.93182563272433,4,0.8,65,0.7,502,0,0,0,"Winter","No Holiday"
7.15305163493748,22,14.7,63,1.4,554,0,0,0,"Spring","No Holiday"
6.57507584059962,10,7.2,49,2.2,1892,1.51,0,0,"Autumn","No Holiday"
6.29156913955832,13,27.1,75,3.7,1972,0.28,0,0,"Summer","No Holiday"
4.12713438504509,2,0.7,97,1.4,197,0,0,4.1,"Winter","No Holiday"
6.24416690066374,17,-1.3,26,5.3,2000,0.18,0,0,"Winter","No Holiday"
5.14749447681345,6,7.6,75,0.6,1181,0,0,0,"Autumn","No Holiday"
7.45703208912238,21,24.8,72,1.4,1298,0,0,0,"Summer","No Holiday"
6.00635315960173,6,6.9,57,0.5,1775,0,0,0,"Spring","No Holiday"
4.17438726989564,17,22.2,92,1.2,254,0.11,4.9,0,"Summer","No Holiday"
6.50128967054039,15,35.5,43,1.3,2000,1.61,0,0,"Summer","No Holiday"
7.49443021503157,12,22.9,51,1.1,1591,1.8,0,0,"Spring","Holiday"
7.16162200293919,21,12.2,79,1.8,351,0,0,0,"Autumn","No Holiday"
4.60517018598809,1,-10.6,55,2.9,1987,0,0,0,"Winter","No Holiday"
4.61512051684126,1,-1.4,42,1.1,1805,0,0,0,"Winter","No Holiday"
3.95124371858143,1,-11.2,54,1,2000,0,0,0,"Winter","No Holiday"
5.04985600724954,0,-4.3,53,2.6,1334,0,0,0,"Spring","No Holiday"
5.36597601502185,4,18.5,72,0.6,1168,0,0,0,"Summer","No Holiday"
6.8134445995109,0,20.1,52,1.5,2000,0,0,0,"Autumn","No Holiday"
4.95582705760126,7,1.3,96,0.9,198,0,0,2.5,"Autumn","No Holiday"
4.26267987704132,4,0.4,52,1.6,1816,0,0,0,"Winter","No Holiday"
7.20191631753163,9,20.5,73,1.6,364,1.23,0,0,"Summer","No Holiday"
5.11198778835654,4,13.6,67,1.6,521,0,0,0,"Spring","No Holiday"
6.18001665365257,20,4.3,32,1.7,1101,0,0,0,"Winter","No Holiday"
7.72356247227797,18,17.5,79,1.5,2000,0.57,0,0,"Spring","No Holiday"
4.70953020131233,10,-5.9,35,1.9,1940,0.53,0,0,"Winter","No Holiday"
3.68887945411394,19,2.3,89,0.6,96,0,0,0,"Winter","No Holiday"
7.24565506759454,23,22.5,77,2.7,396,0,0,0,"Summer","No Holiday"
6.74758652682932,19,21.2,87,2.7,479,0.01,0,0,"Autumn","No Holiday"
6.361302477573,8,14.4,51,2.3,1907,0.92,0,0,"Spring","No Holiday"
5.89440283426485,7,18.1,96,0.9,557,0.04,0,0,"Autumn","No Holiday"
4.969813299576,23,-6.7,36,1.3,1821,0,0,0,"Winter","No Holiday"
5.9295891433899,0,5.1,77,1.9,718,0,0,0,"Spring","No Holiday"
6.94215670569947,21,14.2,70,0.8,723,0,0,0,"Spring","No Holiday"
6.78332520060396,17,10.2,27,2.8,1826,1.22,0,0,"Spring","No Holiday"
5.79909265446053,15,3.7,78,2,1314,0.81,0,4.1,"Autumn","No Holiday"
6.68210859744981,13,11.6,20,1.3,1821,1.87,0,0,"Autumn","No Holiday"
6.880384082186,13,16.6,30,2.3,1876,3.21,0,0,"Spring","No Holiday"
5.66642668811243,14,12.1,97,2,177,0.2,0,0,"Spring","No Holiday"
5.82008293035236,17,1.5,24,1.9,1788,0.72,0,0,"Winter","No Holiday"
5.09375020080676,2,-6.6,34,1.8,2000,0,0,0,"Winter","No Holiday"
6.86901445066571,0,22.9,79,0.6,715,0,0,0,"Summer","No Holiday"
5.98645200528444,20,-3.6,38,3,2000,0,0,0,"Winter","No Holiday"
6.92657703322272,13,23.3,45,1.8,684,2.96,0,0,"Spring","No Holiday"
5.75574221358691,15,4.4,46,1.4,1113,0.78,0,1,"Winter","No Holiday"
4.53259949315326,11,1,25,1.4,1782,1.7,0,0,"Winter","Holiday"
5.35185813347607,16,-1.8,31,3.1,1993,0.56,0,2,"Winter","No Holiday"
5.9295891433899,3,20.2,77,0.4,2000,0,0,0,"Autumn","No Holiday"
6.89365635460264,11,25.1,45,0.9,1982,2.9,0,0,"Spring","No Holiday"
7.24921505711439,19,14.6,48,1.9,1998,0,0,0,"Autumn","No Holiday"
6.68710860786651,10,25,47,1.5,2000,2.17,0,0,"Autumn","No Holiday"
6.07993319509559,2,16.1,70,0.6,787,0,0,0,"Spring","No Holiday"
4.12713438504509,6,-1.1,81,1,253,0,0,0,"Winter","No Holiday"
4.07753744390572,4,15,97,1.4,1827,0,0,0,"Spring","No Holiday"
6.45833828334479,22,5.3,63,1.8,591,0,0,0,"Spring","No Holiday"
5.07517381523383,17,24.6,93,0.9,1451,0,1.5,0,"Summer","No Holiday"
5.94017125272043,17,7.2,57,3.3,342,0.19,0,0,"Winter","No Holiday"
6.5424719605068,8,18.2,63,0.8,1731,1,0,0,"Spring","Holiday"
5.89164421182577,15,-0.8,26,3.3,1977,0.87,0,0,"Winter","No Holiday"
6.84374994900622,13,29.4,42,1.7,689,3.1,0,0,"Summer","No Holiday"
7.24708058458576,15,23.4,35,1.4,2000,1.39,0,0,"Autumn","No Holiday"
4.57471097850338,5,2.5,63,1.3,1987,0,0,0,"Spring","No Holiday"
7.42714413340862,22,26.3,48,0.8,2000,0,0,0,"Summer","No Holiday"
7.2034055210831,9,23.5,51,1.4,1169,1.82,0,0,"Summer","No Holiday"
6.37161184723186,13,36.8,44,1.8,1625,1.79,0,0,"Summer","No Holiday"
5.82894561761021,3,19.4,79,0.8,563,0,0,0,"Summer","No Holiday"
7.02997291170639,7,26.8,59,1.1,2000,0.28,0,0,"Summer","No Holiday"
6.03068526026126,6,18.7,75,0.9,1923,0.06,0,0,"Summer","No Holiday"
5.46806014113513,2,-4.7,50,0.7,1983,0,0,0,"Winter","No Holiday"
5.12396397940326,10,-5,41,0.5,1799,0.64,0,1.5,"Winter","No Holiday"
3.71357206670431,5,1.8,75,2,484,0,0,0,"Winter","No Holiday"
6.89365635460264,13,16.8,46,1.1,760,1.71,0,0,"Autumn","No Holiday"
6.90274273715859,15,13.2,61,3.9,719,1.03,0,0,"Autumn","No Holiday"
5.61677109766657,2,4.1,34,1.3,928,0,0,0,"Autumn","No Holiday"
6.60665018619822,14,30.5,59,2,2000,0.84,0.1,0,"Summer","No Holiday"
7.10906213568717,21,17,83,3.2,744,0,0,0,"Spring","No Holiday"
5.47646355193151,5,18.4,84,0.6,352,0,0,0,"Spring","No Holiday"
7.44014668066269,20,20,69,2.4,533,0,0,0,"Spring","No Holiday"
7.25063551189868,16,18,26,2.1,2000,1.45,0,0,"Autumn","No Holiday"
5.42934562895444,0,-0.6,60,0.6,1433,0,0,0,"Winter","No Holiday"
4.70048036579242,5,8,63,0.8,439,0,0,0,"Spring","No Holiday"
6.46925031679577,19,8.4,85,1.2,2000,0,0,0,"Autumn","No Holiday"
4.65396035015752,4,7.2,49,0.8,1546,0,0,0,"Spring","No Holiday"
6.43454651878745,11,5.2,26,0.5,1471,0.64,0,0,"Autumn","No Holiday"
5.97126183979046,7,23.3,64,1,2000,0.1,0,0,"Summer","No Holiday"
7.94661756324447,18,25.7,57,1.5,2000,0.24,0,0,"Autumn","No Holiday"
4.30406509320417,22,24.3,97,2.1,1028,0,4.5,0,"Summer","No Holiday"
5.6021188208797,2,1.3,44,1.9,2000,0,0,0,"Autumn","No Holiday"
6.7428806357919,12,25.7,74,3.4,1951,1.16,0,0,"Summer","No Holiday"
5.91889385427315,1,10.7,57,0.9,1828,0,0,0,"Autumn","No Holiday"
6.11589212548303,1,11.7,74,0.5,979,0,0,0,"Spring","No Holiday"
5.21493575760899,21,-7.4,33,1.4,2000,0,0,0,"Winter","No Holiday"
5.98645200528444,14,7.8,57,3.5,675,1.34,0,0,"Winter","No Holiday"
4.44265125649032,8,3.2,92,1.8,244,0,0,0,"Winter","No Holiday"
